id,scrimId,event_type,match_time,round_number,capturing_team,team_1_score,team_2_score,objective_index,control_team_1_progress,control_team_2_progress,match_time_remaining,MapDataId
4232,582,round_end,633.53,2,T_8c03018b,2,0,2,100,30.61,0,2197
4233,582,round_end,917.87,3,T_8c03018b,3,0,1,100,71,0,2197
4234,582,round_end,410.15,1,T_a02bf5e9,0,3,3,0,0,70.02,2198
4235,582,round_end,672.93,2,T_5568bd9d,3,3,3,0,0,217.16,2198
4236,582,round_end,672.93,2,T_5568bd9d,3,3,3,0,0,217.16,2198
4237,582,round_end,251.85,1,T_a02bf5e9,0,0,0,0,0,0,2199
4238,582,round_end,541.64,2,T_5568bd9d,3,3,3,0,0,190.39,2199
4239,582,round_end,541.64,2,T_5568bd9d,3,3,3,0,0,190.39,2199
4240,582,round_end,635.47,1,T_a02bf5e9,0,0,0,0,0,0,2200
4241,582,round_end,1050.26,6,T_a02bf5e9,4,1,4,0,0,39.99,2201
4269,533,round_end,434.15,1,T_6f1da461,0,3,3,0,0,46.06,2241
4270,533,round_end,938.92,2,T_7626c8fd,2,3,2,0,0,0,2241
4271,533,round_end,836.82,6,T_6f1da461,3,2,2,0,0,39.99,2242
4273,533,round_end,400.81,1,T_6f1da461,0,1,1,0,0,0,2244
4274,533,round_end,663.06,2,T_7626c8fd,0,3,0,0,0,0,2244
4275,533,round_end,336.93,1,T_8c03018b,1,0,1,100,99.99,0,2245
4276,533,round_end,507.63,2,T_8c03018b,1,1,2,0,100,0,2245
4277,533,round_end,754.36,3,T_8c03018b,2,1,0,100,58.27,0,2245
4278,533,round_end,754.36,3,T_8c03018b,2,1,0,100,58.27,0,2245
4288,608,round_end,336.93,1,T_8c03018b,1,0,1,100,99.99,0,2250
4289,608,round_end,507.63,2,T_8c03018b,1,1,2,0,100,0,2250
4290,608,round_end,754.36,3,T_8c03018b,2,1,0,100,58.27,0,2250
4291,608,round_end,754.36,3,T_8c03018b,2,1,0,100,58.27,0,2250
4292,608,round_end,836.82,6,T_6f1da461,3,2,2,0,0,39.99,2251
4293,608,round_end,400.81,1,T_6f1da461,0,1,1,0,0,0,2252
4294,608,round_end,663.06,2,T_7626c8fd,0,3,0,0,0,0,2252
4295,608,round_end,434.15,1,T_6f1da461,0,3,3,0,0,46.06,2253
4296,608,round_end,938.92,2,T_7626c8fd,2,3,2,0,0,0,2253
4297,608,round_end,191.75,1,T_8c03018b,0,1,1,27.99,100,0,2254
4298,608,round_end,369.45,2,T_8c03018b,0,2,0,0,100,0,2254
4299,608,round_end,561.9,3,T_8c03018b,1,2,2,100,21.43,0,2254
4300,608,round_end,561.9,3,T_8c03018b,1,2,2,100,21.43,0,2254
4301,608,round_end,663.35,1,T_6f1da461,0,0,0,0,0,0,2255
4302,609,round_end,195.09,1,T_8c03018b,1,0,2,100,26.73,0,2256
4303,609,round_end,459.97,2,T_8c03018b,1,1,1,85.88,100,0,2256
4304,609,round_end,713.84,3,T_8c03018b,1,2,0,73.79,100,0,2256
4305,609,round_end,713.84,3,T_8c03018b,1,2,0,73.79,100,0,2256
4306,609,round_end,406.06,1,T_a02bf5e9,0,1,1,0,0,0,2257
4307,609,round_end,915.64,2,T_5568bd9d,2,3,2,0,0,0,2257
4308,609,round_end,411.94,1,T_a02bf5e9,0,3,3,0,0,68.22,2258
4309,609,round_end,817.7,2,T_5568bd9d,1,3,1,0,0,0,2258
4310,609,round_end,629.07,1,T_a02bf5e9,0,0,0,0,0,0,2259
4311,609,round_end,513.95,1,T_a02bf5e9,0,2,2,0,0,0,2260
4312,609,round_end,1057.84,2,T_5568bd9d,3,3,3,0,0,0,2260
4313,609,round_end,1057.84,2,T_5568bd9d,3,3,3,0,0,0,2260
4314,609,round_end,806.81,6,T_a02bf5e9,4,1,2,0,0,40,2261
4315,610,round_end,191.68,1,T_8c03018b,1,0,2,100,0,0,2262
4316,610,round_end,511.1,2,T_8c03018b,2,0,0,100,71.35,0,2262
4317,610,round_end,750.11,3,T_8c03018b,3,0,1,100,49.91,0,2262
4321,610,round_end,824.57,5,T_263e449b,5,0,1,100,93.1,0,2264
4332,613,round_end,254.44,1,T_a02bf5e9,0,0,0,0,0,0,2272
4333,613,round_end,734.41,2,T_5568bd9d,2,3,2,0,0,0,2272
4334,613,round_end,642.88,1,T_a02bf5e9,0,0,0,0,0,0,2273
4339,613,round_end,209.02,1,T_8c03018b,0,1,2,23.43,100,0,2275
4340,613,round_end,385.21,2,T_8c03018b,0,2,1,0,100,0,2275
4341,613,round_end,800.09,3,T_8c03018b,1,2,0,100,99.99,0,2275
4342,613,round_end,800.09,3,T_8c03018b,1,2,0,100,99.99,0,2275
4335,613,round_end,344.25,1,T_8c03018b,1,0,1,100,99.99,0,2274
4336,613,round_end,667.87,2,T_8c03018b,1,1,2,99.99,100,0,2274
4337,613,round_end,868.54,3,T_8c03018b,2,1,0,100,0,0,2274
4338,613,round_end,868.54,3,T_8c03018b,2,1,0,100,0,0,2274
4343,613,round_end,252.78,1,T_a02bf5e9,0,0,0,0,0,0,2276
4344,613,round_end,757.22,2,T_5568bd9d,2,3,2,0,0,0,2276
4345,615,round_end,312.17,1,T_8c03018b,0,1,0,99.99,100,0,2277
4346,615,round_end,621.15,2,T_8c03018b,0,2,1,93.83,100,0,2277
4347,615,round_end,839.57,3,T_8c03018b,1,2,2,100,45.55,0,2277
4348,615,round_end,839.57,3,T_8c03018b,1,2,2,100,45.55,0,2277
4349,615,round_end,432.76,1,T_a02bf5e9,0,3,3,0,0,47.45,2278
4350,615,round_end,855.81,2,T_5568bd9d,1,3,1,0,0,0,2278
4351,615,round_end,436.94,1,T_a02bf5e9,0,1,1,0,0,0,2279
4352,615,round_end,702.64,2,T_5568bd9d,0,3,0,0,0,0,2279
4353,615,round_end,617.39,1,T_a02bf5e9,0,0,0,0,0,0,2280
4354,615,round_end,911.6,6,T_a02bf5e9,2,3,0,0,0,40,2281
4355,615,round_end,333.94,1,T_8c03018b,1,0,2,100,99.99,0,2282
4356,615,round_end,663.16,2,T_8c03018b,1,1,0,99.99,100,0,2282
4357,615,round_end,945.71,3,T_8c03018b,1,2,1,93.02,100,0,2282
4358,615,round_end,945.71,3,T_8c03018b,1,2,1,93.02,100,0,2282
4359,616,round_end,297.38,1,T_8c03018b,0,1,0,88.93,100,0,2283
4360,616,round_end,544.03,2,T_8c03018b,1,1,2,100,75.24,0,2283
4361,616,round_end,724.16,3,T_8c03018b,2,1,1,100,0,0,2283
4362,616,round_end,486.93,1,T_a02bf5e9,0,2,2,0,0,0,2284
4363,616,round_end,875.25,2,T_5568bd9d,3,3,3,0,0,91.51,2284
4364,616,round_end,875.25,2,T_5568bd9d,3,3,3,0,0,91.51,2284
4380,617,round_end,265.12,1,T_a02bf5e9,0,0,0,0,0,0,2291
4381,617,round_end,730.44,2,T_5568bd9d,3,3,3,0,0,14.6,2291
4382,617,round_end,730.44,2,T_5568bd9d,3,3,3,0,0,14.6,2291
4383,617,round_end,624.79,1,T_a02bf5e9,0,0,0,0,0,0,2292
4384,617,round_end,701.82,5,T_a02bf5e9,5,0,1,100,63.4,0,2293
4385,617,round_end,192.21,1,T_8c03018b,1,0,2,100,0,0,2294
4386,617,round_end,399.19,2,T_8c03018b,2,0,0,100,19.71,0,2294
4387,617,round_end,757.85,3,T_8c03018b,3,0,1,100,99.99,0,2294
4408,619,round_end,319.44,1,T_8c03018b,0,1,1,99.99,100,0,2302
4409,619,round_end,478.57,2,T_8c03018b,1,1,0,100,0,0,2302
4410,619,round_end,664.86,3,T_8c03018b,2,1,2,100,0,0,2302
4411,619,round_end,664.86,3,T_8c03018b,2,1,2,100,0,0,2302
4412,619,round_end,397,1,T_e5823043,0,1,1,0,0,0,2303
4413,619,round_end,839.12,2,T_38191f4e,3,3,3,0,0,37.74,2303
4414,619,round_end,839.12,2,T_38191f4e,3,3,3,0,0,37.74,2303
4415,619,round_end,268.02,1,T_e5823043,0,0,0,0,0,332.04,2304
4416,619,round_end,268.02,1,T_e5823043,0,0,0,0,0,332.04,2305
4417,619,round_end,794.81,6,T_e5823043,4,1,4,0,0,40,2306
4418,619,round_end,546.97,1,T_e5823043,0,3,3,0,0,0,2307
4419,619,round_end,957.72,2,T_38191f4e,3,3,3,0,0,69.03,2307
4420,619,round_end,957.72,2,T_38191f4e,3,3,3,0,0,69.03,2307
4421,619,round_end,286.36,1,T_8c03018b,0,1,2,80.48,100,0,2308
4422,619,round_end,600.65,2,T_8c03018b,0,2,0,99.99,100,0,2308
4423,619,round_end,906.9,3,T_8c03018b,1,2,1,100,89.84,0,2308
4424,619,round_end,906.9,3,T_8c03018b,1,2,1,100,89.84,0,2308
4425,619,round_end,610.58,1,T_e5823043,0,0,0,0,0,0,2309
4426,620,round_end,197.59,1,T_8c03018b,1,0,1,100,10.97,0,2310
4427,620,round_end,466.03,2,T_8c03018b,2,0,2,100,92.73,0,2310
4428,620,round_end,697.9,3,T_8c03018b,3,0,0,100,46.15,0,2310
4429,621,round_end,206.41,1,T_8c03018b,1,0,1,100,0,0,2312
4430,621,round_end,429.82,2,T_8c03018b,2,0,2,100,49.87,0,2312
4431,621,round_end,651.7,3,T_8c03018b,3,0,0,100,38.61,0,2312
4432,621,round_end,250.51,1,T_342d2e4b,0,0,0,0,0,0,2313
4433,621,round_end,593.42,2,T_0cac1da9,3,3,3,0,0,137.18,2313
4434,621,round_end,593.42,2,T_0cac1da9,3,3,3,0,0,137.18,2313
4435,621,round_end,473.87,1,T_342d2e4b,0,0,0,0,0,126.36,2316
4439,621,round_end,508.3,1,T_342d2e4b,0,2,2,0,0,0,2317
4440,621,round_end,992.97,2,T_0cac1da9,3,3,3,0,0,0,2317
4441,621,round_end,992.97,2,T_0cac1da9,3,3,3,0,0,0,2317
4442,621,round_end,181.65,1,T_342d2e4b,0,0,0,0,0,418.38,2318
4443,621,round_end,675.35,1,T_342d2e4b,0,0,0,0,0,0,2320
4447,622,round_end,537.02,1,T_f65c9ba1,0,3,3,0,0,0,2322
4448,622,round_end,851.69,2,T_0cac1da9,3,3,3,0,0,165.16,2322
4449,622,round_end,851.69,2,T_0cac1da9,3,3,3,0,0,165.16,2322
4450,622,round_end,711.91,6,T_f65c9ba1,3,2,2,0,0,40,2323
4451,622,round_end,605.21,1,T_f65c9ba1,0,0,0,0,0,0,2324
4452,622,round_end,390.21,1,T_f65c9ba1,0,1,1,0,0,0,2325
4453,622,round_end,657.6,2,T_0cac1da9,3,3,3,0,0,212.62,2325
4454,622,round_end,657.6,2,T_0cac1da9,3,3,3,0,0,212.62,2325
4455,622,round_end,381.28,1,T_f65c9ba1,0,0,0,0,0,218.82,2326
4456,622,round_end,240.04,1,T_f65c9ba1,0,0,0,0,0,0,2327
4457,622,round_end,672.21,2,T_0cac1da9,1,3,1,0,0,0,2327
4458,620,round_end,487.81,1,T_a02bf5e9,0,2,2,0,0,0,2328
4459,620,round_end,1009.39,2,T_5568bd9d,3,3,3,0,0,0,2328
4460,620,round_end,1009.39,2,T_5568bd9d,3,3,3,0,0,0,2328
4461,620,round_end,513.75,1,T_a02bf5e9,0,2,2,0,0,0,2329
4462,620,round_end,946.78,2,T_5568bd9d,3,3,3,0,0,46.74,2329
4463,620,round_end,946.78,2,T_5568bd9d,3,3,3,0,0,46.74,2329
4464,620,round_end,733.32,1,T_a02bf5e9,0,0,0,0,0,0,2330
4465,620,round_end,828.89,6,T_a02bf5e9,4,1,4,0,0,40,2331
4466,623,round_end,290.34,1,T_8c03018b,0,1,2,40.57,100,0,2332
4467,623,round_end,470.41,2,T_8c03018b,0,2,0,0,100,0,2332
4468,623,round_end,651.83,3,T_8c03018b,0,3,1,0,100,0,2332
4469,623,round_end,245.66,1,T_a02bf5e9,0,0,0,0,0,0,2333
4470,623,round_end,441.58,2,T_5568bd9d,3,3,3,0,0,284.2,2333
4471,623,round_end,441.58,2,T_5568bd9d,3,3,3,0,0,284.2,2333
4472,623,round_end,393.16,1,T_a02bf5e9,0,0,0,0,0,206.98,2334
4473,623,round_end,395.36,1,T_a02bf5e9,0,3,3,0,0,84.79,2335
4474,623,round_end,640.72,2,T_5568bd9d,0,3,0,0,0,0,2335
4475,623,round_end,851.81,6,T_a02bf5e9,4,1,0,0,0,40,2336
4476,623,round_end,435.72,1,T_a02bf5e9,0,0,0,0,0,164.47,2337
4547,629,round_end,289.1,1,T_8c03018b,1,0,2,100,67.97,0,2377
4548,629,round_end,566.16,2,T_8c03018b,1,1,1,57.49,100,0,2377
4549,629,round_end,940.69,3,T_8c03018b,2,1,0,100,99.99,0,2377
4550,629,round_end,468.75,1,T_a02bf5e9,0,1,1,0,0,0,2378
4551,629,round_end,890.12,2,T_5568bd9d,3,3,3,0,0,58.47,2378
4552,629,round_end,890.12,2,T_5568bd9d,3,3,3,0,0,58.47,2378
4553,629,round_end,801.77,6,T_a02bf5e9,2,3,2,0,0,40,2379
4554,629,round_end,247.45,1,T_a02bf5e9,0,0,0,0,0,0,2380
4555,629,round_end,614.58,2,T_5568bd9d,3,3,3,0,0,112.87,2380
4556,629,round_end,614.58,2,T_5568bd9d,3,3,3,0,0,112.87,2380
4557,629,round_end,677.58,1,T_a02bf5e9,0,0,0,0,0,0,2381
4568,632,round_end,257,1,T_8c03018b,0,1,1,40.16,100,0,2389
4569,632,round_end,551.17,2,T_8c03018b,0,2,2,81.19,100,0,2389
4570,632,round_end,797.44,3,T_8c03018b,0,3,0,49.8,100,0,2389
4571,632,round_end,266.91,1,T_3a99a4eb,0,3,3,0,0,213.14,2390
4572,632,round_end,532.5,2,T_b92f091c,0,3,0,0,0,0,2390
4573,632,round_end,517.29,1,T_3a99a4eb,0,2,2,0,0,0,2391
4574,632,round_end,737.06,2,T_b92f091c,3,3,3,0,0,260.12,2391
4575,632,round_end,737.06,2,T_b92f091c,3,3,3,0,0,260.12,2391
4577,632,round_end,796.42,6,T_3a99a4eb,2,3,1,0,0,40,2393
4576,632,round_end,600.17,1,T_3a99a4eb,0,0,0,0,0,0,2392
4578,632,round_end,278.89,1,T_8c03018b,0,1,0,98.04,100,0,2394
4579,632,round_end,468.74,2,T_8c03018b,0,2,2,0,100,0,2394
4580,632,round_end,648.43,3,T_8c03018b,1,2,1,100,0,0,2394
4581,632,round_end,648.43,3,T_8c03018b,1,2,1,100,0,0,2394
4582,632,round_end,352.14,1,T_3a99a4eb,0,0,0,0,0,247.99,2395
4585,641,round_end,318.8,1,T_8c03018b,1,0,0,100,99.99,0,2401
4586,641,round_end,547.54,2,T_8c03018b,1,1,1,48.64,100,0,2401
4587,641,round_end,756.79,3,T_8c03018b,2,1,2,100,19.44,0,2401
4588,641,round_end,756.79,3,T_8c03018b,2,1,2,100,19.44,0,2401
4589,641,round_end,708.23,6,T_b5608b55,4,1,0,0,0,40,2403
4590,641,round_end,195.08,1,T_b5608b55,0,0,0,0,0,404.95,2405
4596,642,round_end,309.17,1,T_8c03018b,1,0,1,100,99.99,0,2410
4597,642,round_end,467.3,2,T_8c03018b,2,0,2,100,0,0,2410
4598,642,round_end,635.43,3,T_8c03018b,3,0,0,100,9.85,0,2410
4599,642,round_end,494.87,1,T_a55c988b,0,2,2,0,0,0,2411
4600,642,round_end,979.87,2,T_0cac1da9,2,3,2,0,0,0,2411
4601,642,round_end,751.58,5,T_a55c988b,5,0,4,100,49.14,0,2412
4602,642,round_end,656.77,1,T_a55c988b,0,0,0,0,0,0,2413
4606,642,round_end,282.95,1,T_8c03018b,1,0,0,100,87.24,0,2415
4607,642,round_end,455.81,2,T_8c03018b,2,0,2,100,0,0,2415
4608,642,round_end,613.71,3,T_8c03018b,3,0,1,100,0,0,2415
4609,642,round_end,589.71,1,T_a55c988b,0,0,0,0,0,10.5,2416
4618,644,round_end,339.2,1,T_8c03018b,0,1,1,90.05,100,0,2421
4619,644,round_end,535.05,2,T_8c03018b,0,2,0,24.2,100,0,2421
4620,644,round_end,722.77,3,T_8c03018b,0,3,2,0,100,0,2421
4621,644,round_end,464.95,1,T_a02bf5e9,0,3,3,0,0,15.22,2422
4622,644,round_end,725.42,2,T_5568bd9d,0,3,0,0,0,0,2422
4623,644,round_end,739.31,6,T_a02bf5e9,1,4,1,0,0,40,2423
4624,644,round_end,312.08,1,T_a02bf5e9,0,3,3,0,0,167.99,2424
4625,644,round_end,560.65,2,T_5568bd9d,0,3,0,0,0,0,2424
4626,644,round_end,641.51,1,T_a02bf5e9,0,0,0,0,0,0,2425
4627,644,round_end,209.47,1,T_8c03018b,0,1,0,29.41,100,0,2426
4628,644,round_end,421.69,2,T_8c03018b,1,1,2,100,11.97,0,2426
4629,644,round_end,718.31,3,T_8c03018b,1,2,1,99.99,100,0,2426
4630,644,round_end,718.31,3,T_8c03018b,1,2,1,99.99,100,0,2426
4631,644,round_end,312.31,1,T_a02bf5e9,0,3,3,0,0,167.79,2427
4632,644,round_end,312.31,1,T_a02bf5e9,0,3,3,0,0,167.79,2428
4633,644,round_end,864.26,2,T_5568bd9d,2,3,2,0,0,0,2428
4634,645,round_end,306.75,1,T_8c03018b,0,1,2,99.99,100,0,2429
4635,645,round_end,568.85,2,T_8c03018b,1,1,0,100,83.57,0,2429
4636,645,round_end,879.29,3,T_8c03018b,2,1,1,100,77.99,0,2429
4637,645,round_end,879.29,3,T_8c03018b,2,1,1,100,77.99,0,2429
4638,645,round_end,631.41,1,T_a02bf5e9,0,0,0,0,0,0,2430
4639,645,round_end,269.44,1,T_a02bf5e9,0,0,0,0,0,0,2431
4640,645,round_end,567.09,2,T_5568bd9d,3,3,3,0,0,182.5,2431
4641,645,round_end,567.09,2,T_5568bd9d,3,3,3,0,0,182.5,2431
4642,645,round_end,240.04,1,T_a02bf5e9,0,0,0,0,0,0,2432
4643,645,round_end,574.8,2,T_5568bd9d,3,3,3,0,0,145.37,2432
4644,645,round_end,574.8,2,T_5568bd9d,3,3,3,0,0,145.37,2432
4645,645,round_end,660.38,5,T_a02bf5e9,5,0,1,100,52.27,0,2433
4660,646,round_end,771.24,6,T_c9767fa7,4,1,3,0,0,40,2440
4661,650,round_end,211.64,1,T_8c03018b,0,1,1,36.63,100,0,2444
4662,650,round_end,403.54,2,T_8c03018b,0,2,2,0,100,0,2444
4663,650,round_end,704.03,3,T_8c03018b,0,3,0,99.99,100,0,2444
4664,651,round_end,434.15,1,T_6f1da461,0,3,3,0,0,46.06,2445
4665,651,round_end,938.92,2,T_0c568a57,2,3,2,0,0,0,2445
4666,650,round_end,305.73,1,T_a02bf5e9,0,3,3,0,0,174.36,2446
4667,650,round_end,550.83,2,T_5568bd9d,0,3,0,0,0,0,2446
4668,650,round_end,814.68,6,T_a02bf5e9,2,3,4,0,0,40,2447
4669,650,round_end,358.27,1,T_a02bf5e9,0,3,3,0,0,121.9,2448
4670,650,round_end,748.24,2,T_5568bd9d,1,3,1,0,0,0,2448
4679,652,round_end,465.85,1,T_a02bf5e9,0,3,3,0,0,14.34,2451
4680,652,round_end,719.49,2,T_5568bd9d,0,3,0,0,0,0,2451
4684,652,round_end,636.27,1,T_a02bf5e9,0,0,0,0,0,0,2454
4685,650,round_end,600.2,1,T_a02bf5e9,0,0,0,0,0,0,2455
4686,650,round_end,263,1,T_8c03018b,0,1,0,83.39,100,0,2456
4687,650,round_end,588.37,2,T_8c03018b,1,1,1,100,99.99,0,2456
4688,650,round_end,796.56,3,T_8c03018b,1,2,2,36.13,100,0,2456
4689,650,round_end,796.56,3,T_8c03018b,1,2,2,36.13,100,0,2456
4693,654,round_end,424.58,1,T_a55c988b,0,1,1,0,0,0,2458
4694,654,round_end,728.75,2,T_0cac1da9,3,3,3,0,0,175.72,2458
4695,654,round_end,728.75,2,T_0cac1da9,3,3,3,0,0,175.72,2458
4696,654,round_end,671.03,1,T_a55c988b,0,0,0,0,0,0,2460
4697,654,round_end,240.04,1,T_a55c988b,0,0,0,0,0,0,2461
4698,654,round_end,549.36,2,T_0cac1da9,3,3,3,0,0,170.86,2461
4699,654,round_end,549.36,2,T_0cac1da9,3,3,3,0,0,170.86,2461
4700,654,round_end,159.3,1,T_8c03018b,1,0,1,100,0,0,2462
4701,654,round_end,364.67,2,T_8c03018b,2,0,0,100,10.47,0,2462
4702,654,round_end,520.28,3,T_8c03018b,3,0,2,100,0,0,2462
4703,654,round_end,410.99,1,T_a55c988b,0,0,0,0,0,189.18,2463
4704,654,round_end,784.61,5,T_a55c988b,5,0,1,100,0,0,2465
4705,655,round_end,167.03,1,T_8c03018b,1,0,2,100,0,0,2466
4706,655,round_end,375.41,2,T_8c03018b,2,0,0,100,35.89,0,2466
4707,655,round_end,544.85,3,T_8c03018b,3,0,1,100,0,0,2466
4708,655,round_end,240.04,1,T_8c6b6c44,0,0,0,0,0,0,2467
4709,655,round_end,707.86,2,T_0cac1da9,3,3,3,0,0,12.3,2467
4710,655,round_end,707.86,2,T_0cac1da9,3,3,3,0,0,12.3,2467
4711,655,round_end,699.73,5,T_8c6b6c44,5,0,1,100,0,0,2468
4712,655,round_end,656.16,1,T_8c6b6c44,0,0,0,0,0,0,2469
4713,655,round_end,240.04,1,T_8c6b6c44,0,0,0,0,0,0,2470
4714,655,round_end,670.15,2,T_0cac1da9,3,3,3,0,0,50.03,2470
4715,655,round_end,670.15,2,T_0cac1da9,3,3,3,0,0,50.03,2470
4716,656,round_end,286.02,1,T_8c03018b,0,1,1,99.99,100,0,2471
4717,656,round_end,444.57,2,T_8c03018b,1,1,2,100,0,0,2471
4718,656,round_end,608.41,3,T_8c03018b,2,1,0,100,0,0,2471
4719,656,round_end,608.41,3,T_8c03018b,2,1,0,100,0,0,2471
4720,656,round_end,245.87,1,T_014a95e2,0,0,0,0,0,0,2472
4721,656,round_end,489.03,2,T_0cac1da9,3,3,3,0,0,237.02,2472
4722,656,round_end,489.03,2,T_0cac1da9,3,3,3,0,0,237.02,2472
4723,656,round_end,685.29,5,T_014a95e2,5,0,3,100,99.99,0,2473
4724,656,round_end,408.57,1,T_014a95e2,0,0,0,0,0,191.5,2474
4725,656,round_end,646.84,1,T_014a95e2,0,2,2,0,0,0,2475
4726,656,round_end,1008.94,2,T_0cac1da9,3,3,3,0,0,117.7,2475
4727,656,round_end,1008.94,2,T_0cac1da9,3,3,3,0,0,117.7,2475
4732,658,round_end,318.74,1,T_8c03018b,0,1,2,99.99,100,0,2478
4733,658,round_end,508.25,2,T_8c03018b,0,2,1,0,100,0,2478
4734,658,round_end,715.55,3,T_8c03018b,0,3,0,30.35,100,0,2478
4750,659,round_end,211.5,1,T_8c03018b,0,1,0,38.57,100,0,2489
4751,659,round_end,463.46,2,T_8c03018b,0,2,2,52.76,100,0,2489
4752,659,round_end,649.75,3,T_8c03018b,0,3,1,0,100,0,2489
4753,658,round_end,286.64,1,T_a02bf5e9,0,3,3,0,0,193.43,2490
4754,658,round_end,526.78,2,T_5568bd9d,0,3,0,0,0,0,2490
4759,660,round_end,480.22,1,T_a02bf5e9,0,2,2,0,0,0,2492
4760,660,round_end,987.7,2,T_5568bd9d,3,3,3,0,0,0,2492
4761,660,round_end,987.7,2,T_5568bd9d,3,3,3,0,0,0,2492
4762,660,round_end,411.35,1,T_a02bf5e9,0,3,3,0,0,68.81,2493
4763,660,round_end,897.97,2,T_5568bd9d,2,3,2,0,0,0,2493
4764,660,round_end,829.62,6,T_a02bf5e9,3,2,1,0,0,40,2494
4766,658,round_end,238.44,1,T_8c03018b,1,0,1,100,42,0,2496
4767,658,round_end,449.92,2,T_8c03018b,1,1,2,44.33,100,0,2496
4768,658,round_end,619.46,3,T_8c03018b,1,2,0,12.15,100,0,2496
4769,658,round_end,619.46,3,T_8c03018b,1,2,0,12.15,100,0,2496
4770,658,round_end,280.2,1,T_a02bf5e9,0,3,3,0,0,199.88,2497
4771,658,round_end,694.61,2,T_5568bd9d,3,3,3,0,0,65.61,2497
4772,661,round_end,245.48,1,T_8c03018b,1,0,0,100,75.44,0,2498
4773,661,round_end,544,2,T_8c03018b,2,0,2,100,97.02,0,2498
4774,661,round_end,848.73,3,T_8c03018b,3,0,1,100,99.99,0,2498
4775,661,round_end,529.68,1,T_a02bf5e9,0,2,2,0,0,0,2499
4776,661,round_end,1022.88,2,T_5568bd9d,3,3,3,0,0,0,2499
4777,661,round_end,1022.88,2,T_5568bd9d,3,3,3,0,0,0,2499
4778,661,round_end,834.15,6,T_a02bf5e9,4,1,4,0,0,39.99,2500
4779,661,round_end,401.25,1,T_a02bf5e9,0,1,1,0,0,0,2501
4780,661,round_end,799.52,2,T_5568bd9d,3,3,3,0,0,81.56,2501
4781,661,round_end,799.52,2,T_5568bd9d,3,3,3,0,0,81.56,2501
4782,661,round_end,636.03,1,T_a02bf5e9,0,0,0,0,0,0,2502
4783,661,round_end,185.94,1,T_8c03018b,1,0,2,100,0,0,2503
4784,661,round_end,439.94,2,T_8c03018b,2,0,0,100,62.76,0,2503
4785,661,round_end,771.94,3,T_8c03018b,2,1,1,70.97,100,0,2503
4786,661,round_end,771.94,3,T_8c03018b,2,1,1,70.97,100,0,2503
4787,662,round_end,204.5,1,T_8c03018b,0,1,2,35.72,100,0,2504
4788,662,round_end,389.87,2,T_8c03018b,0,2,1,0,100,0,2504
4789,662,round_end,575.39,3,T_8c03018b,0,3,0,0,100,0,2504
4790,662,round_end,485.56,1,T_78db9784,0,2,2,0,0,0,2505
4791,662,round_end,889.36,2,T_67de56b5,1,3,1,0,0,0,2505
4795,662,round_end,622.27,1,T_78db9784,0,0,0,0,0,0,2507
4796,662,round_end,968.56,6,T_78db9784,1,4,0,0,0,40,2508
4806,664,round_end,552.33,1,T_c4f376eb,0,2,2,0,0,0,2516
4807,664,round_end,1025.19,2,T_a3408080,3,3,3,0,0,6.89,2516
4808,664,round_end,1025.19,2,T_a3408080,3,3,3,0,0,6.89,2516
4809,664,round_end,686.76,1,T_c4f376eb,0,0,0,0,0,0,2517
4810,664,round_end,764.22,6,T_c4f376eb,1,4,2,0,0,40,2518
4811,664,round_end,541.87,1,T_c4f376eb,0,2,2,0,0,0,2519
4812,664,round_end,962.62,2,T_a3408080,3,3,3,0,0,59.03,2519
4813,664,round_end,962.62,2,T_a3408080,3,3,3,0,0,59.03,2519
4828,666,round_end,416.16,1,T_a02bf5e9,0,1,1,0,0,0,2528
4829,666,round_end,752.39,2,T_5568bd9d,3,3,3,0,0,143.72,2528
4830,666,round_end,752.39,2,T_5568bd9d,3,3,3,0,0,143.72,2528
4831,666,round_end,424.39,1,T_a02bf5e9,0,1,1,0,0,0,2529
4832,666,round_end,659.35,2,T_5568bd9d,3,3,3,0,0,244.99,2529
4833,666,round_end,659.35,2,T_5568bd9d,3,3,3,0,0,244.99,2529
4834,666,round_end,490.56,1,T_a02bf5e9,0,0,0,0,0,109.64,2530
4835,666,round_end,777.42,5,T_a02bf5e9,5,0,4,100,0,0,2531
4836,666,round_end,209.58,1,T_8c03018b,1,0,0,100,39.95,0,2532
4837,666,round_end,409.79,2,T_8c03018b,2,0,1,100,28.03,0,2532
4838,666,round_end,719.6,3,T_8c03018b,2,1,2,99.99,100,0,2532
4839,667,round_end,256,1,T_8c03018b,1,0,1,100,72.29,0,2533
4840,667,round_end,458.35,2,T_8c03018b,2,0,0,100,38.88,0,2533
4841,667,round_end,627.98,3,T_8c03018b,3,0,2,100,0,0,2533
4842,667,round_end,416.75,1,T_a02bf5e9,0,1,1,0,0,0,2534
4843,667,round_end,796.2,2,T_5568bd9d,3,3,3,0,0,100.47,2534
4844,667,round_end,796.2,2,T_5568bd9d,3,3,3,0,0,100.47,2534
4861,669,round_end,807.07,6,T_a02bf5e9,4,1,3,0,0,40,2543
4865,670,round_end,260.51,1,T_8c03018b,1,0,0,100,54.47,0,2545
4866,670,round_end,418.35,2,T_8c03018b,2,0,1,100,0,0,2545
4867,670,round_end,631.38,3,T_8c03018b,2,1,2,32.79,100,0,2545
